source,target,weight,chapter_count,chapters,sample_evidence,relation_definition
刘表,钟会,1,1,120,"Chapter 120, P120-047: 高祖提剑入咸阳，炎炎红日升扶桑。光武龙兴成大统，金乌飞上天中央。哀哉献帝绍海宇，红轮西坠咸池傍！何进无谋中贵乱，凉州董卓居朝堂。王允定计诛逆党，李傕郭泛兴刀枪。四方盗贼如蚁聚，六合奸雄皆鹰扬。孙坚孙策起江左，袁绍袁术兴河梁。刘焉父子据巴蜀，刘表军旅屯荆襄。张修张鲁霸南郑，马腾韩遂守西凉。陶谦张绣公孙瓒，各逞雄才占一方。曹操专权居相府，牢笼英俊用文武。威震天子令诸侯，总领貔貅镇中土。楼桑玄德本皇孙，义结关张愿扶主。东西奔走恨无家，将寡兵微作羁旅。南阳三顾情可深，卧龙一见分寰宇。先取荆州后取川，霸业王图在天府。呜呼三载逝升遐，白帝托孤堪痛楚！孔明六出祁山前，愿以只手将天补。何期历数到此终，长星半夜落山坞！姜维独凭气力高，九伐中原空劬劳。钟会邓艾分兵进，汉室江山尽属曹。丕、叡、芳、髦才及奂，司马又将天下交。受禅台前云雾起，石头城下无波涛。陈留归命与安乐，王侯公爵从根苗。纷纷世事无穷尽，天数茫茫不可逃。鼎足三分已成梦，后人凭吊空牢骚。",same_body_paragraph
华佗,华歆,1,1,78,"Chapter 78, P078-006: 言讫，拔所佩剑亲自砍之，铮然有声，血溅满身。操愕然大惊，掷剑上马，回至宫内。是夜二更，操睡卧不安，坐于殿中，隐几而寐。忽见一人披发仗剑，身穿皂衣，直至面前，指操喝曰：「吾乃梨树之神也。汝盖建始殿，意欲篡逆，却来伐吾神木！吾知汝数尽，特来杀汝！」操大惊，急呼：「武士安在？」皂衣人仗剑欲砍操。操大叫一声，忽然惊觉，头脑疼痛不可忍；急传旨遍求良医；治疗不能痊可。众官皆忧。华歆入奏曰：「大王知有神医华佗否？」操曰：「即江东医周泰者乎？」歆曰：「是也。」操曰：「虽闻其名，未知其术。」歆曰：「华佗字元化：沛国谯郡人也。其医术之妙，世所罕有。但有患者，或用药，或用针，或用灸，随手而愈。若患五脏六腑之疾，药不能效者，以麻肺汤饮之，令病者如醉死，却用尖刀剖开其腹，以药汤洗其脏腑，病人略无疼痛。洗毕，然后以药线缝口，用药敷之。或一月，或二十日，即平复矣。其神妙如此。」",same_body_paragraph
华佗,吉平,1,1,78,"Chapter 78, P078-008: 「又有一人眉间生一瘤，痒不可当，令佗视之。佗曰：『内有飞物。』人皆笑之。佗以刀割开，一黄雀飞去，病者即愈。有一人被犬咬足指，随长肉二块，一痛一痒，俱不可忍。佗曰：『痛者内有针十个，痒者内有黑白棋子二枚。』人皆不信，佗以刀割开，果应其言。此人真扁鹊、仓公之流也。见居金城，离此不远，大王何不召之？」操即差人星夜请华佗入内，令诊脉视疾。佗曰：「大王头脑疼痛，因患风而起。病根在脑袋中，风涎不能出。枉服汤药，不可治疗。某有一法：先饮麻肺汤，然后用利斧砍开脑袋，取出风涎，方可除根。」操大怒曰：「汝要杀孤耶！」佗曰：「大王曾闻关公中毒箭，伤其右臂，某刮骨疗毒，关公略无惧色？今大王小可之疾，何多疑焉？」操曰：「臂痛可刮，脑袋安可砍开？汝必与关公情熟，乘此机会，欲报雠耳！」呼左右拏下狱中，拷问其情。贾诩谏曰：「似此良医，世罕其匹，未可废也。」操叱曰：「此人欲乘机害我，正与吉平无异！」急令追拷。",same_body_paragraph
华佗,张昭,1,1,15,"Chapter 15, P015-043: 策闻之大惊。帐下董袭曰：「某曾与海寇相持，身遭数鎗，得会稽一个贤郡吏虞翻荐一医者，半月而愈。」策曰：「虞翻莫非虞仲翔乎？」袭曰：「然。」策曰：「此贤士也，我当用之。」乃令张昭与董袭同往聘请虞翻。翻至，策优礼相待，拜为功曹，因言及求医之意。翻曰：「此人乃沛国谯郡人：姓华，名佗，字元化。真当世之神医也。当引之来见。」",same_body_paragraph
华佗,贾诩,1,1,78,"Chapter 78, P078-008: 「又有一人眉间生一瘤，痒不可当，令佗视之。佗曰：『内有飞物。』人皆笑之。佗以刀割开，一黄雀飞去，病者即愈。有一人被犬咬足指，随长肉二块，一痛一痒，俱不可忍。佗曰：『痛者内有针十个，痒者内有黑白棋子二枚。』人皆不信，佗以刀割开，果应其言。此人真扁鹊、仓公之流也。见居金城，离此不远，大王何不召之？」操即差人星夜请华佗入内，令诊脉视疾。佗曰：「大王头脑疼痛，因患风而起。病根在脑袋中，风涎不能出。枉服汤药，不可治疗。某有一法：先饮麻肺汤，然后用利斧砍开脑袋，取出风涎，方可除根。」操大怒曰：「汝要杀孤耶！」佗曰：「大王曾闻关公中毒箭，伤其右臂，某刮骨疗毒，关公略无惧色？今大王小可之疾，何多疑焉？」操曰：「臂痛可刮，脑袋安可砍开？汝必与关公情熟，乘此机会，欲报雠耳！」呼左右拏下狱中，拷问其情。贾诩谏曰：「似此良医，世罕其匹，未可废也。」操叱曰：「此人欲乘机害我，正与吉平无异！」急令追拷。",same_body_paragraph
华歆,周瑜,1,1,56,"Chapter 56, P056-013: 操点头曰：「是也。」昱曰：「某有一计，使孙、刘自相吞并，丞相乘间图之，一鼓而二敌俱破。」操大喜，遂问其计。程昱曰：「东吴所倚者，周瑜也。丞相今表奏周瑜为南郡太守、程普为江夏太守，留华歆在周瑜既领南郡，愈思报雠，遂上书吴侯，乞命鲁肃去讨还荆州。孙权乃命肃曰：「汝昔保荆州与刘备，今备迁延不还，等待何时？」肃曰：「文书上明白写著，得了西川便还。」权叱曰：「只说取西川，至今又不动兵，不等老了人！」肃曰：「某愿往言之。」遂乘投荆州而来。",same_body_paragraph
华歆,孙策,1,1,29,"Chapter 29, P029-001: 却说孙策自霸江东，兵精粮足。建安四年，袭取庐江，败刘勋，使虞翻驰檄豫章，豫章太守华歆投降。自此声势大振，乃遣张纮往许昌上表献捷。曹操知孙策强盛，叹曰：「狮儿难与争锋也！」遂以曹仁之女许配孙策幼弟孙匡，两家结婚。留张纮在许昌。孙策求为大司马，曹操不许。策恨之，常有袭许都之心。于是吴郡太守许贡，乃暗遣使赴许都，上书于曹操。其略曰：孙策骁勇，与项籍相似。朝廷宜外示荣宠，召还京师；不可使居外镇，以为后患。",same_body_paragraph
华歆,张昭,1,1,56,"Chapter 56, P056-003: 周谕又上书，请兴兵雪恨。张昭谏曰：「不可。曹操日夜思报赤壁之恨，因恐孙、刘同心，故未敢兴兵。今主公若以一时之忿，自相吞并，操必乘虚来攻，国势危矣。」顾雍曰：「许都岂无细作在此。若知孙、刘不睦，操必使人勾结刘备。备惧东吴，必投曹操。若此，则江南何日得安？为今之计，莫若使人赴许都，表刘备为荆州牧。曹操知之，则惧而不敢加兵于东南。且使刘备不恨于主公。然后使心腹用反间之计，令曹刘相攻，吾乘隙而图之，斯为得耳。」权曰：「元叹之言甚善。但谁可为使？」雍曰：「此间有一人，乃曹操敬慕者，可以为使。」权问何人。雍曰：「华歆在此，何不遣之？」权大喜，即遣赍表赴许都。歆领命起程，迳到许都求见曹操。闻操会群臣于邺郡，庆赏铜雀台，歆乃赴邺郡侯见。",same_body_paragraph
华歆,管辂,1,1,69,"Chapter 69, P069-025: 时王必已被箭疮发而死，操命厚葬之。令曹休总督御林军马，钟繇为相国，华歆为御史大夫。遂定侯爵六等十八级，关西侯爵十七级，皆金印紫绶。又置关内外侯十六级，银印龟组墨绶；五大夫十五级，铜印镮组绶。定爵封官，朝廷又换一班人物。曹操方悟管辂火灾之说，遂重赏辂。辂不受。",same_body_paragraph
华歆,诸葛亮,1,1,94,"Chapter 94, P094-006: 却说魏主曹叡设朝，近臣奏曰：「大都督曹真，数败于蜀，折了两个先锋，羌兵又折了无数，其势甚急。今上表求救，请陛下裁处。」叡大惊，急问退军之策。华歆奏曰：「须是陛下御驾亲征，大会诸侯，人皆用命，方可退也。不然，长安有失，关中危矣。」太傅钟繇奏曰：「凡为将者，知过于人，则能制人。孙子云：『知彼知己，百战百胜。』臣量曹真虽久用兵，非诸葛亮对手。臣以全家良贱保举一人，可退蜀兵。未知圣意准否？」叡曰：「卿乃大老元臣；有何贤士，可退蜀兵，早召来与朕分忧。」钟繇奏曰：「向者，诸葛亮欲兴师犯境，但惧此人，故散流言，使陛下疑而去之，方敢长驱大进。今若复用之，则亮自退矣。」叡问何人。繇曰：「骠骑大将军司马懿也。」叡叹曰：「此事朕亦悔之。今仲达现在何地？」繇曰：「近闻仲达在宛城闲住。」叡即降诏，遣使持节，复司马懿官职，加为平西都督，就起南阳诸路军马，前赴长安。叡御驾亲征，令司马懿克日到彼聚会。使命星夜到宛城去了。",same_body_paragraph
华歆,顾雍,1,1,56,"Chapter 56, P056-003: 周谕又上书，请兴兵雪恨。张昭谏曰：「不可。曹操日夜思报赤壁之恨，因恐孙、刘同心，故未敢兴兵。今主公若以一时之忿，自相吞并，操必乘虚来攻，国势危矣。」顾雍曰：「许都岂无细作在此。若知孙、刘不睦，操必使人勾结刘备。备惧东吴，必投曹操。若此，则江南何日得安？为今之计，莫若使人赴许都，表刘备为荆州牧。曹操知之，则惧而不敢加兵于东南。且使刘备不恨于主公。然后使心腹用反间之计，令曹刘相攻，吾乘隙而图之，斯为得耳。」权曰：「元叹之言甚善。但谁可为使？」雍曰：「此间有一人，乃曹操敬慕者，可以为使。」权问何人。雍曰：「华歆在此，何不遣之？」权大喜，即遣赍表赴许都。歆领命起程，迳到许都求见曹操。闻操会群臣于邺郡，庆赏铜雀台，歆乃赴邺郡侯见。",same_body_paragraph
华歆,鲁肃,1,1,56,"Chapter 56, P056-013: 操点头曰：「是也。」昱曰：「某有一计，使孙、刘自相吞并，丞相乘间图之，一鼓而二敌俱破。」操大喜，遂问其计。程昱曰：「东吴所倚者，周瑜也。丞相今表奏周瑜为南郡太守、程普为江夏太守，留华歆在周瑜既领南郡，愈思报雠，遂上书吴侯，乞命鲁肃去讨还荆州。孙权乃命肃曰：「汝昔保荆州与刘备，今备迁延不还，等待何时？」肃曰：「文书上明白写著，得了西川便还。」权叱曰：「只说取西川，至今又不动兵，不等老了人！」肃曰：「某愿往言之。」遂乘投荆州而来。",same_body_paragraph
司马师,吕蒙,1,1,110,"Chapter 110, P110-003: 却说司马师左眼肉瘤，不时痛痒，乃命医官割之，以药封闭，连日在府养病；必闻淮南告急，乃请太尉王肃商议，肃曰：「昔关云长威震华夏，孙权令吕蒙袭取荆州，抚恤将士家属，因此关公军势瓦解。今淮南将士家属，皆在中原，可急抚恤，更以兵断其归路，必有土崩之势矣。」师曰：「公言极是。但吾新割目瘤，不能自往；若使他人，心又不稳。」",same_body_paragraph
司马师,孟达,1,1,94,"Chapter 94, P094-011: 却说司马懿在宛城闲住，闻知魏兵累败于蜀，乃仰天长叹。懿长子司马师，字子元；次子司马昭，字子尚：二人素有大志，通晓兵书。当日侍立于侧，见懿长叹，乃问曰：「父亲何为长叹？」懿曰：「汝辈岂知大事耶？」司马师曰：「莫非叹魏主不用乎？」司马昭笑曰：「早晚必来宣召父亲也。」言未已，忽报天使持节至。懿听诏毕，遂调宛城诸路军马。忽又报金城太守申仪家人，有机密事求见。懿唤入密室问之。其人细说孟达欲反之事。更有孟达心腹人李辅并达外甥邓贤，随状出首。司马懿听毕，以手加额曰：「此乃皇上齐天之洪福也！诸葛亮兵在祁山，杀得内外人胆落；今天子不得已而幸长安，若旦夕不用吾时，孟达一举，两京破矣！此贼必通谋诸葛亮；吾先摛之，诸葛亮定然心寒，自退兵也。」长子司马师曰：「父亲可急写表申奏天子。」懿曰：「若等圣旨，往复一月之间，事无及矣。」即传令教人马起程，一日要行两日之路，如迟立斩；一面令参军梁畿赍檄星夜去新城，教孟达等准备进征，使其不疑。梁畿先行，懿在后发兵。行了二日，山坡下转出一军，乃是右将军徐晃，晃下马见懿，说：「天子驾到长安，亲拒蜀兵，今都督何往？」懿低言曰：「今孟达造反，吾去擒之耳。」晃曰：「某愿为先锋。」懿大喜，合兵一处。徐晃为前部，懿在中军，二子押后。又行了二日，前军哨马捉住孟达心腹人，搜出孔明回书，来见司马懿。懿曰：「吾不杀汝。汝从头细说。」其人只得将孔明、孟达往复之事，一一告说。懿看了孔明回书，大惊曰：「世间能者所见皆同。吾机先被孔明识破。幸得天子有福，获此消息。孟达今无能为矣。」遂星夜催军前行。",same_body_paragraph
司马师,徐晃,1,1,94,"Chapter 94, P094-011: 却说司马懿在宛城闲住，闻知魏兵累败于蜀，乃仰天长叹。懿长子司马师，字子元；次子司马昭，字子尚：二人素有大志，通晓兵书。当日侍立于侧，见懿长叹，乃问曰：「父亲何为长叹？」懿曰：「汝辈岂知大事耶？」司马师曰：「莫非叹魏主不用乎？」司马昭笑曰：「早晚必来宣召父亲也。」言未已，忽报天使持节至。懿听诏毕，遂调宛城诸路军马。忽又报金城太守申仪家人，有机密事求见。懿唤入密室问之。其人细说孟达欲反之事。更有孟达心腹人李辅并达外甥邓贤，随状出首。司马懿听毕，以手加额曰：「此乃皇上齐天之洪福也！诸葛亮兵在祁山，杀得内外人胆落；今天子不得已而幸长安，若旦夕不用吾时，孟达一举，两京破矣！此贼必通谋诸葛亮；吾先摛之，诸葛亮定然心寒，自退兵也。」长子司马师曰：「父亲可急写表申奏天子。」懿曰：「若等圣旨，往复一月之间，事无及矣。」即传令教人马起程，一日要行两日之路，如迟立斩；一面令参军梁畿赍檄星夜去新城，教孟达等准备进征，使其不疑。梁畿先行，懿在后发兵。行了二日，山坡下转出一军，乃是右将军徐晃，晃下马见懿，说：「天子驾到长安，亲拒蜀兵，今都督何往？」懿低言曰：「今孟达造反，吾去擒之耳。」晃曰：「某愿为先锋。」懿大喜，合兵一处。徐晃为前部，懿在中军，二子押后。又行了二日，前军哨马捉住孟达心腹人，搜出孔明回书，来见司马懿。懿曰：「吾不杀汝。汝从头细说。」其人只得将孔明、孟达往复之事，一一告说。懿看了孔明回书，大惊曰：「世间能者所见皆同。吾机先被孔明识破。幸得天子有福，获此消息。孟达今无能为矣。」遂星夜催军前行。",same_body_paragraph
